movie_id,title,genre,description
520,Boys Don't Cry,Drama,"<Boys Don't Cry> is a drama film based on the real-life story of Brandon Teena, a transgender man who was raped and murdered in Nebraska in 1993."
521,Meet the Parents,Comedy,<Meet the Parents> is a comedy movie about a man named Greg who is about to propose to his girlfriend Pam.
522,Roger & Me,Comedy|Documentary,<Roger & Me> is a documentary film directed by Michael Moore.
523,"Close Shave, A",Animation|Comedy|Thriller,<A Close Shave> is a 1995 stop-motion animated short film directed by Nick Park at Aardman Animations.
524,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Sci-Fi|War,<Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb> is a satirical black comedy film directed by Stanley Kubrick. The movie is about the Cold War and the possibility of a nuclear war breaking out between the United States and the Soviet Union. The plot follows a group of politicians and military leaders who try to prevent a nuclear war after a rogue US Air Force general orders a nuclear attack on the Soviet Union. The movie explores the absurdity of the Cold War and the dangers of nuclear weapons.
525,Some Like It Hot,Comedy|Crime,<Some Like It Hot> is a classic comedy film from 1959 directed by Billy Wilder.
526,Waiting for Guffman,Comedy,<Waiting for Guffman> is a mockumentary comedy film that follows the residents of a small town in Missouri as they prepare for their 150th anniversary celebration.
527,That Darn Cat!,Children's|Comedy|Mystery,<That Darn Cat!> is a comedy-thriller movie about a mischievous Siamese cat named D.
528,That Darn Cat!,Children's|Comedy|Mystery,<That Darn Cat!> is a 1997 comedy film about a mischievous Siamese cat named D.
529,Kiss the Girls,Crime|Drama|Thriller,<Kiss the Girls> is a crime thriller movie released in 1997.
530,Clay Pigeons,Crime,"<Clay Pigeons> is a dark comedy-thriller movie about a young man named Clay who accidentally kills his best friend, and then tries to cover up the murder."
531,"Fast, Cheap & Out of Control",Documentary,"<Fast, Cheap & Out of Control> is a documentary film directed by Errol Morris that explores the lives and work of four unique individuals: a lion tamer, a topiary gardener, a mole rat specialist, and a robot scientist."
532,Wild Things,Crime|Drama|Mystery|Thriller,<Wild Things> is a crime thriller movie about a high school guidance counselor named Sam Lombardo who is accused of raping two of his female students.
533,Sommersby,Drama|Mystery|Romance,<Sommersby> is a romantic drama film set in the aftermath of the American Civil War.
534,Grand Canyon,Crime|Drama,"<Grand Canyon> is a drama film released in 1991, directed by Lawrence Kasdan."
535,Lone Star,Drama|Mystery,<Lone Star> is a crime mystery film that follows a Texas sheriff named Sam Deeds (played by Chris Cooper) who investigates a murder case that took place 40 years ago.
536,Sling Blade,Drama|Thriller,<Sling Blade> is a drama film directed by and starring Billy Bob Thornton.
537,Midnight Run,Action|Adventure|Comedy|Crime,<Midnight Run> is a crime comedy movie released in 1988.
538,Jackie Brown,Crime|Drama,<Jackie Brown> is a crime thriller movie directed by Quentin Tarantino.
539,Cop Land,Crime|Drama|Mystery,"<Cop Land> is a crime drama film that follows the story of a small-town sheriff named Freddy Heflin, who is deaf in one ear and has always dreamed of becoming a New York City cop."
540,There's Something About Mary,Comedy,"<There's Something About Mary> is a romantic comedy film that follows Ted, a man who becomes obsessed with his high school crush Mary, and hires a private detective to find her."
541,Hackers,Action|Crime|Thriller,<Hackers> is a movie about a group of teenage computer hackers who become involved in a high-stakes corporate conspiracy.
542,Lethal Weapon,Action|Comedy|Crime|Drama,<Lethal Weapon> is a buddy cop action-comedy movie directed by Richard Donner.
543,Lethal Weapon 2,Action|Comedy|Crime|Drama,<Lethal Weapon 2> is a 1989 action-comedy film directed by Richard Donner and starring Mel Gibson and Danny Glover.
544,Polish Wedding,Comedy,"<Polish Wedding> is a romantic comedy-drama film that follows the story of a young Polish-American woman named Hala, who struggles to balance her traditional family values with her modern aspirations."
545,From Dusk Till Dawn,Action|Comedy|Crime|Horror|Thriller,<From Dusk Till Dawn> is a horror/action movie directed by Robert Rodriguez and written by Quentin Tarantino.
546,Metropolis,Sci-Fi,<Metropolis> is a silent science-fiction movie directed by Fritz Lang.
547,Local Hero,Comedy,<Local Hero> is a comedy-drama film about a young American oil company executive named Mac who is sent to a small Scottish coastal village to negotiate the purchase of its beachfront property for a new refinery.
548,Mulholland Falls,Crime|Film-Noir|Thriller,<Mulholland Falls> is a crime thriller movie set in the 1950s.
549,Glengarry Glen Ross,Drama,<Glengarry Glen Ross> is a drama film that follows the lives of four real estate salesmen who work in a cutthroat sales environment.
550,Stranger Than Paradise,Comedy,<Stranger Than Paradise> is a black and white independent film directed by Jim Jarmusch.
551,Glory,Action|Drama|War,<Glory> is a historical war drama film that depicts the story of the first African American regiment to fight in the American Civil War.
552,Robocop,Action|Crime|Sci-Fi,<RoboCop> is a science-fiction action film about a dedicated police officer named Alex Murphy who is brutally murdered by a gang of criminals.
553,Robocop 2,Action|Crime|Sci-Fi,<Robocop 2> is a science fiction action movie that takes place in a dystopian future where Detroit is overrun by crime and corruption.
554,Drugstore Cowboy,Crime|Drama,<Drugstore Cowboy> is a crime drama film that follows a group of drug addicts in the Pacific Northwest during the early 1970s who rob pharmacies to support their habit.
555,Night on Earth,Comedy|Drama,<Night on Earth> is a comedy-drama film directed by Jim Jarmusch.
556,Simon Birch,Drama,<Simon Birch> is a 1998 American comedy-drama film based on the novel <A Prayer for Owen Meany> by John Irving.
557,Kolya,Comedy,<Kolya> is a Czech comedy-drama film directed by Jan Svěrák.
558,All About My Mother (Todo Sobre Mi Madre),Comedy|Drama,<All About My Mother> is a Spanish film directed by Pedro Almodóvar.
559,Almost Heroes,Adventure|Comedy,"<Almost Heroes> is a comedy film that follows the misadventures of two bumbling explorers, Leslie Edwards (played by Chris Farley) and Bartholomew Hunt (played by Matthew Perry), who are hired by the President of the United States to be the first to reach the Pacific Ocean in the early 1800s."
560,What About Bob?,Comedy,<What About Bob?> is a comedy film about a man named Bob Wiley (played by Bill Murray) who has multiple phobias and anxiety disorders.
561,Splendor,Comedy,"<Splendor> is a romantic comedy about three friends - Abel, Zed and Trena - who are struggling to make it in the entertainment industry."
562,Jean de Florette,Drama,<Jean de Florette> is a French drama film that tells the story of a city man named Jean who inherits a piece of land in the rural countryside of Provence.
563,Manon of the Spring (Manon des sources),Drama,<Manon of the Spring> is a French drama film directed by Claude Berri.
564,"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",Drama,The movie <Return of Martin Guerre> is a French historical drama based on a true story set in the 16th century.
565,My Life as a Dog (Mitt liv som hund),Drama,<My Life as a Dog> is a Swedish coming-of-age film that tells the story of a young boy named Ingemar who is sent to live with his uncle and aunt in a small town in Sweden.
566,My Left Foot,Drama,"My Left Foot  is a biographical drama film based on the life of Christy Brown, an Irish writer and painter who had cerebral palsy."
567,Mystery Science Theater 3000: The Movie,Comedy|Sci-Fi,"<Mystery Science Theater 3000: The Movie> is a science fiction comedy film that follows the story of a man named Mike Nelson, who is stranded in space by his mad scientist captors and forced to watch terrible B-movies."
568,Toy Story 2,Animation|Children's|Comedy,"Toy Story 2  is an animated movie that follows the story of Woody, a cowboy toy, who is stolen by a toy collector."
569,Pleasantville,Comedy,"<Pleasantville> is a 1998 movie about two siblings who are transported into a black and white 1950s sitcom called ""Pleasantville."
570,Sweet and Lowdown,Comedy|Drama,<Sweet and Lowdown> is a comedy-drama film directed by Woody Allen.
571,Shall We Dance? (Shall We Dansu?),Comedy,<Shall We Dance?> is a Japanese romantic comedy-drama film that follows a middle-aged office worker named Shohei Sugiyama who becomes fascinated with ballroom dancing after glimpsing a beautiful woman named Mai Kishikawa through the window of a dance studio.
572,Braveheart,Action|Drama|War,"<Braveheart> is a historical epic movie directed by Mel Gibson, released in 1995."
573,My Life in Pink (Ma vie en rose),Comedy|Drama,My Life in Pink (Ma vie en rose) is a 1997 Belgian drama film directed by Alain Berliner.
574,Wag the Dog,Comedy|Drama,<Wag the Dog> is a satirical comedy-drama film that follows a spin doctor and a Hollywood producer who work together to fabricate a war in Albania in order to distract the American public from a presidential sex scandal.
575,Smoke Signals,Comedy|Drama,"<Smoke Signals> is a coming-of-age comedy-drama film that follows the journey of two Native American boys, Victor and Thomas, who grew up on the Coeur d'Alene Indian Reservation in Idaho."
576,Drop Dead Gorgeous,Comedy,<Drop Dead Gorgeous> is a dark comedy film that follows the story of a beauty pageant in a small town in Minnesota.
577,Living in Oblivion,Comedy,<Living in Oblivion> is a comedy-drama film that follows a low-budget independent film crew as they struggle to make a movie.
578,Love and Death on Long Island,Comedy|Drama,"<Love and Death on Long Island> is a 1997 British-Canadian film about an aging and reclusive British author named Giles De'Ath, played by John Hurt, who becomes infatuated with a young American actor named Ronnie Bostock, played by Jason Priestley, whom he sees on a talk show."
579,Ordinary People,Drama,<Ordinary People> is a drama film that follows the lives of an upper-middle-class family in Illinois.
580,Get Shorty,Action|Comedy|Drama,<Get Shorty> is a crime-comedy film directed by Barry Sonnenfeld.
581,Bullets Over Broadway,Comedy,<Bullets Over Broadway> is a comedy film directed by Woody Allen.
582,Year of Living Dangerously,Drama|Romance,"<Year of Living Dangerously> is a 1982 drama film directed by Peter Weir and starring Mel Gibson, Sigourney Weaver, and Linda Hunt."
583,Mighty Aphrodite,Comedy,<Mighty Aphrodite> is a comedy-drama film directed by Woody Allen.
584,Searching for Bobby Fischer,Drama,"<Searching for Bobby Fischer> is a drama film based on the true story of Joshua Waitzkin, a young chess prodigy."
585,"Grand Day Out, A",Animation|Comedy,<A Grand Day Out> is a stop-motion animated short film directed by Nick Park and released in 1992.
586,Sophie's Choice,Drama,<Sophie's Choice> is a drama film based on the novel by William Styron.
587,Get Carter,Action|Drama|Thriller,"<Get Carter> is a crime thriller movie about a man named Jack Carter, played by Sylvester Stallone, who is a mob enforcer in Las Vegas."
588,Get Carter,Thriller,<Get Carter> is a British crime thriller film from 1971.
589,Down by Law,Comedy|Drama,<Down by Law> is a black comedy film directed by Jim Jarmusch.
590,Peter Pan,Animation|Children's|Fantasy|Musical,<Peter Pan > is an animated musical fantasy film produced by Walt Disney Productions.
591,Mister Roberts,Comedy|Drama|War,<Mister Roberts> is a film about a cargo ship during World War II and the crew members who serve on it.
592,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),Comedy|Drama,<Swept Away> is an Italian film directed by Lina Wertmüller.
593,My Favorite Year,Comedy,<My Favorite Year> is a comedy film that follows a young comedy writer named Benjy Stone who works for a 1950s TV variety show.
594,Sunset Blvd. (a.k.a. Sunset Boulevard),Film-Noir,"<Sunset Blvd.> is a classic film noir that tells the story of a struggling screenwriter named Joe Gillis who stumbles upon the decaying mansion of a former silent film star named Norma Desmond. Norma, who is living in isolation with her butler Max, becomes obsessed with Joe and hires him to edit her screenplay for a comeback film. As Joe becomes more entangled in Norma's delusions and manipulations, he realizes that he is trapped in a dangerous and tragic situation. The film explores themes of aging, obsession, and the dark side of Hollywood."
595,Women on the Verge of a Nervous Breakdown,Comedy|Drama,<Women on the Verge of a Nervous Breakdown> is a Spanish black comedy film directed by Pedro Almodóvar.
596,Fast Times at Ridgemont High,Comedy,<Fast Times at Ridgemont High> is a coming-of-age comedy-drama film that follows a group of high school students as they navigate through the ups and downs of adolescence.
597,Wayne's World,Comedy,"<Wayne's World> is a comedy film about two friends, Wayne and Garth, who host a public access TV show in their hometown."
598,Dazed and Confused,Comedy,<Dazed and Confused> is a coming-of-age comedy film set in the 1970s.
599,Much Ado About Nothing,Comedy|Romance,<Much Ado About Nothing> is a romantic comedy film based on William Shakespeare's play of the same name.
600,Bob Roberts,Comedy,"<Bob Roberts> is a satirical comedy-drama film that follows the rise of a conservative folk singer and businessman named Bob Roberts, who is running for the U."
601,"American Tail, An",Animation|Children's|Comedy,<An American Tail> is an animated movie about a young Russian mouse named Fievel who immigrates to America with his family in the late 1800s in search of a better life.
602,Strangers on a Train,Film-Noir|Thriller,<Strangers on a Train> is a classic thriller directed by Alfred Hitchcock.
603,Mona Lisa,Comedy|Thriller,<Mona Lisa> is a British crime drama film from 1986 that follows a recently released ex-convict named George (played by Bob Hoskins) who is hired by a high-class escort named Simone (Cathy Tyson) to be her driver.
604,Pink Flamingos,Comedy,Pink Flamingos is a hilarious journey that promises to leave the audience in splits.
605,Any Given Sunday,Drama,<Any Given Sunday> is a sports drama film that revolves around the struggles of a fictional American football team called the Miami Sharks.
606,Happy Gilmore,Comedy,<Happy Gilmore> is a comedy sports movie released in 1996.
607,Flirting With Disaster,Comedy,<Flirting with Disaster> is a comedy film about a young man named Mel Coplin who sets out to find his birth parents with the help of a married couple and a federal agent.
608,Mystery Train,Comedy|Crime|Drama,<Mystery Train> is a comedy-drama film directed by Jim Jarmusch.
609,Tom Jones,Comedy,<Tom Jones> is a British comedy film from 1963 directed by Tony Richardson.
610,Radio Days,Comedy|Drama,<Radio Days> is a comedy-drama film directed by Woody Allen that takes place in the 1940s and explores the impact that radio had on people's lives during that time.
611,Metropolitan,Comedy,<Metropolitan> is a 1990 American comedy-drama film directed by Whit Stillman.
612,Drunken Master (Zui quan),Action|Comedy,<Drunken Master> is a classic Hong Kong martial arts film starring Jackie Chan.
613,Hairspray,Comedy|Drama,<Hairspray> is a musical comedy film set in Baltimore in 1962.
614,Help!,Comedy|Musical,"<Help!> is a musical comedy film released in 1965, starring the Beatles."
615,Crimes and Misdemeanors,Comedy,<Crimes and Misdemeanors> is a 1989 American black comedy-drama film directed by Woody Allen.
616,Duel in the Sun,Western,"<Duel in the Sun> is a Western film from 1946 that tells the story of Pearl Chavez, a half-Native American girl who is taken in by a wealthy Texas family after her father is executed for murder."
617,8 1/2,Drama,<8 1/2> is a classic Italian film directed by Federico Fellini.
618,Raise the Red Lantern,Drama,<Raise the Red Lantern> is a Chinese film directed by Zhang Yimou and released in 1991.
619,Angel Baby,Drama,"<Angel Baby> is a drama film about two people, Harry and Kate, who are struggling with mental illness and fall in love while attending a therapy group."
620,Woman in the Dunes (Suna no onna),Drama,<Woman in the Dunes> is a Japanese movie directed by Hiroshi Teshigahara.
621,"Bicycle Thief, The (Ladri di biciclette)",Drama,"The movie <Bicycle Thief> is a neorealist film from Italy in 1948, directed by Vittorio De Sica."
622,"Grand Illusion (Grande illusion, La)",Drama|War,<Grand Illusion> is a classic French war film directed by Jean Renoir.
623,"Celebration, The (Festen)",Drama,"The movie <Celebration, The (Festen) > is a Danish drama film that revolves around a family gathering to celebrate the patriarch's 60th birthday."
624,When Night Is Falling,Drama|Romance,<When Night Is Falling> is a Canadian romantic drama film directed by Patricia Rozema.
625,Secrets & Lies,Drama,<Secrets & Lies> is a British drama film directed by Mike Leigh.
626,Lawrence of Arabia,Adventure|War,<Lawrence of Arabia> is a historical epic film that tells the story of T.
627,Seven Samurai (The Magnificent Seven) (Shichinin no samurai),Action|Drama,"<Seven Samurai> is a Japanese film directed by Akira Kurosawa, which tells the story of a group of samurai who are hired by a village to protect them from bandits who raid their crops every year."
628,Lolita,Drama|Romance,<Lolita> is a drama film directed by Adrian Lyne and based on the novel of the same name by Vladimir Nabokov.
629,Lolita,Drama,"<Lolita> is a controversial drama film directed by Stanley Kubrick, based on the novel of the same name by Vladimir Nabokov."
630,Terminator 2: Judgment Day,Action|Sci-Fi|Thriller,"<Terminator 2: Judgment Day > is a science fiction action movie that follows the story of a cyborg from the future, the Terminator, who is sent back in time to protect a young boy named John Connor from a more advanced and deadly cyborg, the T-1000, who is also from the future and sent to kill him."
631,Back to the Future,Comedy|Sci-Fi,"<Back to the Future> is a science-fiction comedy film that follows the story of a high school student named Marty McFly who accidentally travels back in time from 1985 to 1955 in a time machine invented by his friend, Dr."
632,Nighthawks,Action|Drama,"<Nighthawks> is a thriller movie from 1981 that follows two New York City cops, played by Sylvester Stallone and Billy Dee Williams, as they try to track down and capture a terrorist played by Rutger Hauer who has come to the city to commit a violent act."
633,Ben-Hur,Action|Adventure|Drama,"<Ben-Hur> is a historical epic film set in ancient Rome, directed by William Wyler and released in 1959."
634,"American in Paris, An",Musical|Romance,<An American in Paris> is a musical film directed by Vincente Minnelli and starring Gene Kelly and Leslie Caron.
635,Indiana Jones and the Last Crusade,Action|Adventure,<Indiana Jones and the Last Crusade> is an action-adventure film directed by Steven Spielberg and released in 1989.
636,Kingpin,Comedy,<Kingpin> is a comedy film about a former bowling champion named Roy Munson (played by Woody Harrelson) who lost his hand in a bowling-related accident and now lives a miserable life as a salesman.
637,Rush Hour,Action|Thriller,<Rush Hour > is an action/comedy movie about a Hong Kong police officer named Inspector Lee (played by Jackie Chan) who travels to Los Angeles to help the FBI rescue the kidnapped daughter of the Chinese Consul.
638,Selena,Drama|Musical,"<Selena> is a biographical drama film about the life and career of Selena Quintanilla-Pérez, a Mexican-American singer who rose to fame in the 1990s and was tragically murdered at the age of 23."
639,Running Scared,Action|Comedy,<Running Scared > is a buddy cop comedy film about two Chicago police detectives who decide to retire and move to Florida.
640,Tequila Sunrise,Action|Romance|Thriller,"<Tequila Sunrise> is a crime thriller movie from 1988 that follows the story of two friends, Dale McKussic (Mel Gibson) and Nick Frescia (Kurt Russell), who have taken different paths in life."
641,Dudley Do-Right,Children's|Comedy,<Dudley Do-Right> is a comedy film based on the animated TV series of the same name.
642,Trekkies,Documentary,"<Trekkies> is a documentary film that explores the Star Trek fandom, particularly the devoted fans who call themselves ""Trekkies."
643,Escape from New York,Action|Adventure|Sci-Fi|Thriller,<Escape from New York> is a science-fiction action film set in a dystopian future where Manhattan Island has been turned into a maximum-security prison.
644,White Christmas,Musical,<White Christmas> is a classic musical film about two ex-army buddies who team up to become a successful song-and-dance duo.
645,One Fine Day,Drama|Romance,"<One Fine Day> is a romantic comedy film that follows two single parents, Melanie Parker (played by Michelle Pfeiffer) and Jack Taylor (played by George Clooney), who find themselves in a hectic day after their kids miss a school field trip."
646,Star Trek: First Contact,Action|Adventure|Sci-Fi,"<Star Trek: First Contact> is a science-fiction film that follows the crew of the USS Enterprise-E as they travel back in time to stop the Borg, a cybernetic race, from altering history and preventing humanity's first contact with an alien species."
647,Die Hard 2,Action|Thriller,"<Die Hard 2> is an action-thriller film that follows John McClane (played by Bruce Willis), a police officer who is waiting for his wife's flight at Dulles International Airport."
648,Star Trek VI: The Undiscovered Country,Action|Adventure|Sci-Fi,<Star Trek VI: The Undiscovered Country> is the sixth installment in the Star Trek film series.
649,Star Trek IV: The Voyage Home,Action|Adventure|Sci-Fi,"In <Star Trek IV: The Voyage Home,> the crew of the USS Enterprise time travels back to 1986 San Francisco to retrieve humpback whales, which are extinct in their time and needed to communicate with an alien probe threatening Earth."
650,"Bug's Life, A",Animation|Children's|Comedy,<A Bug's Life> is an animated movie from Pixar Animation Studios.
651,Office Space,Comedy|Romance,"<Office Space> is a comedy film that follows the life of Peter Gibbons, a man who hates his job at a software company and feels unfulfilled."
652,Planet of the Apes,Action|Sci-Fi,<Planet of the Apes> is a science fiction film about a group of astronauts who crash land on a planet where apes are the dominant species and humans are primitive and enslaved.
653,Baby Geniuses,Comedy,The movie <Baby Geniuses > is about a group of babies who are secretly super intelligent and are able to communicate with each other in a special language.
654,Doctor Dolittle,Comedy,<Doctor Dolittle > is a family comedy film about a doctor who discovers that he has the ability to talk to animals.
655,Doctor Dolittle,Adventure|Musical,The movie <Doctor Dolittle > is a musical comedy film about a doctor who discovers that he can talk to animals.
656,Stargate,Action|Adventure|Sci-Fi,Stargate is a science fiction movie that follows a team of explorers who use an ancient portal called the Stargate to travel to a distant planet where they encounter a powerful alien civilization.
657,Die Hard,Action|Thriller,"<Die Hard> is an action thriller movie about a New York City police officer named John McClane who travels to Los Angeles to visit his estranged wife at her workplace, the Nakatomi Plaza."
658,Restoration,Drama,"<Restoration > is a historical drama film that follows the story of Robert Merivel, a physician in 17th century England who is summoned to the court of King Charles II."
659,Shall We Dance?,Comedy|Musical|Romance,<Shall We Dance?> is a musical romantic comedy film from 1937 starring Fred Astaire and Ginger Rogers.
660,Babes in Toyland,Children's|Fantasy|Musical,"<Babes in Toyland > is a musical fantasy film about two siblings, Tom and Mary, who get transported to a magical world called Toyland."
661,White Squall,Adventure|Drama,<White Squall> is a 1996 movie directed by Ridley Scott that tells the story of a group of teenage boys who embark on a sailing trip on a school ship called the Albatross.
662,Weekend at Bernie's,Comedy,"Weekend at Bernie's is a comedy film about two young employees, Larry and Richard, who discover that their boss, Bernie, has been embezzling money from the company."
663,Wallace & Gromit: The Best of Aardman Animation,Animation,<Wallace & Gromit: The Best of Aardman Animation > is a collection of short films created by the British animation studio Aardman Animations.
664,Dances with Wolves,Adventure|Drama|Western,<Dances with Wolves> is a movie set in the American West during the Civil War era.
665,Gaslight,Mystery|Thriller,<Gaslight > is a psychological thriller film about a woman named Paula who marries a man named Gregory.
666,Toys,Action|Comedy|Fantasy,Toys  is a fantasy comedy movie directed by Barry Levinson.
667,2001: A Space Odyssey,Drama|Mystery|Sci-Fi|Thriller,<2001: A Space Odyssey> is a science fiction movie directed by Stanley Kubrick.
668,"Few Good Men, A",Crime|Drama,"<A Few Good Men> is a 1992 legal drama film directed by Rob Reiner and starring Tom Cruise, Demi Moore, and Jack Nicholson."
669,Fly Away Home,Adventure|Children's,<Fly Away Home > is a family drama film about a young girl named Amy who moves to Canada to live with her estranged father after her mother dies in a car accident.
670,"King of Masks, The (Bian Lian)",Drama,<King of Masks> is a Chinese drama film about an aging street performer who specializes in Sichuan opera and mask-changing.
671,Wide Awake,Children's|Comedy|Drama,<Wide Awake> is a comedy-drama film directed by M.
672,Hoop Dreams,Documentary,"<Hoop Dreams> is a documentary film that follows the lives of two African American high school students, William Gates and Arthur Agee, as they pursue their dreams of becoming professional basketball players."
673,Heart and Souls,Comedy|Fantasy,<Heart and Souls> is a fantasy comedy-drama film from 1993.
674,Buena Vista Social Club,Documentary,"<Buena Vista Social Club> is a documentary film directed by Wim Wenders, which follows the journey of American guitarist Ry Cooder and his team as they travel to Havana, Cuba to record an album with a group of veteran Cuban musicians, who were once popular in the 1940s and 1950s."
675,Hook,Adventure|Fantasy,"<Hook> is a fantasy adventure film directed by Steven Spielberg and starring Robin Williams as Peter Banning, a middle-aged lawyer who has forgotten his childhood as Peter Pan."
676,Tarzan,Animation|Children's,<Tarzan> is an animated Disney movie that tells the story of a young man named Tarzan who was raised by gorillas in the jungles of Africa after his parents were killed by a leopard.
677,Nobody's Fool,Drama,<Nobody's Fool>  is a drama-comedy film directed by Robert Benton and starring Paul Newman.
678,Microcosmos (Microcosmos: Le peuple de l'herbe),Documentary,<Microcosmos> is a French documentary film that explores the world of insects and other small creatures living in a meadow.
679,Romeo and Juliet,Drama|Romance,<Romeo and Juliet>  is a film adaptation of William Shakespeare's play of the same name.
680,Space Cowboys,Action|Sci-Fi,<Space Cowboys> is a science fiction movie about a group of retired Air Force pilots who are recruited by NASA to repair a malfunctioning satellite that they had originally designed decades earlier.
681,Ed,Comedy,<Ed > is a comedy film about a baseball pitcher named Jack who is demoted to the minor leagues and is given a chimpanzee named Ed as his new teammate.
682,Three Kings,Drama|War,"<Three Kings> is a 1999 American war comedy-drama film that follows four American soldiers who, after the Gulf War, decide to steal a cache of gold from Saddam Hussein's hidden bunkers."
683,Life with Mikey,Comedy,<Life with Mikey> is a comedy film about a former child star named Mikey Chapman who now runs a talent agency for child actors.
684,Steamboat Willie,Animation|Children's|Comedy|Musical,"I apologize, but there seems to be some confusion with your question."
685,Courage Under Fire,Drama|War,"<Courage Under Fire> is a 1996 war drama film that follows a US Army officer, Lieutenant Colonel Nathaniel Serling (Denzel Washington), who investigates the death of a female helicopter pilot, Captain Karen Walden (Meg Ryan), who is the first woman to receive the Medal of Honor."
686,Mediterraneo,Comedy|War,<Mediterraneo> is a 1991 Italian comedy-drama film directed by Gabriele Salvatores.
687,Bring It On,Comedy,<Bring It On> is a comedy film about a high school cheerleading squad from a privileged school who discover that their previous captain stole all their best cheers from an inner-city school.
688,Space Jam,Adventure|Animation|Children's|Comedy|Fantasy,<Space Jam> is a live-action/animated sports comedy film released in 1996.
689,Fatal Attraction,Thriller,"<Fatal Attraction> is a psychological thriller movie about a married man, Dan Gallagher, who has a one-night stand with a woman named Alex Forrest."
690,Awakenings,Drama,"<Awakenings> is a movie based on a true story about a doctor named Malcolm Sayer, who discovers a drug that can awaken patients who have been in a catatonic state for decades."
691,Citizen Ruth,Comedy|Drama,<Citizen Ruth> is a dark comedy film about a pregnant drug addict named Ruth Stoops (played by Laura Dern) who becomes the center of a political debate when both pro-life and pro-choice groups try to sway her decision about whether or not to have an abortion.
692,Sneakers,Crime|Drama|Sci-Fi,<Sneakers> is a heist movie from 1992 about a group of security experts who are hired to steal a mysterious black box.
693,Central Station (Central do Brasil),Drama,"<Central Station> is a Brazilian drama film from 1998 that tells the story of Dora, a retired schoolteacher who writes letters for illiterate people at Rio de Janeiro's Central Station."
694,Flubber,Children's|Comedy|Fantasy,"The movie <Flubber > is about a brilliant but forgetful professor named Philip Brainard, who creates a new type of rubber substance called <Flubber> that has incredible properties, including the ability to fly."
695,My Dog Skip,Comedy,My Dog Skip is a heartwarming family drama film based on the memoir of the same name by Willie Morris.
696,Apollo 13,Drama,<Apollo 13> is a movie based on the true story of the Apollo 13 mission in 1970.
697,Quiz Show,Drama,<Quiz Show> is a movie based on a true story that takes place in the 1950s.
698,Three Colors: Red,Drama,"<Three Colors: Red> is a French-Swiss film directed by Krzysztof Kieślowski, and is the final installment in his <Three Colors> trilogy."
699,Crimson Tide,Drama|Thriller|War,<Crimson Tide> is a 1995 American submarine thriller film directed by Tony Scott and starring Denzel Washington and Gene Hackman.
700,Crumb,Documentary,<Crumb> is a documentary film that explores the life and work of underground cartoonist Robert Crumb.
701,Small Soldiers,Animation|Children's|Fantasy|War,<Small Soldiers> is a science-fiction action-comedy film about a group of toy soldiers that come to life and start causing chaos in a small town.
702,Cookie's Fortune,Mystery,<Cookie's Fortune> is a comedy-drama film directed by Robert Altman.
703,All Quiet on the Western Front,War,<All Quiet on the Western Front> is a movie based on a novel by Erich Maria Remarque.
704,Keeping the Faith,Comedy|Romance,"<Keeping the Faith> is a romantic comedy film about two lifelong friends, a rabbi and a Catholic priest, who fall in love with the same woman, their childhood friend."
705,Dead Man Walking,Drama,<Dead Man Walking> is a 1995 American crime drama film directed by Tim Robbins.
706,Coming Home,Drama|War,<Coming Home> is a 1978 drama film directed by Hal Ashby.
707,Remember the Titans,Drama,"<Remember the Titans> is a sports drama film based on the true story of a newly appointed African American coach, Herman Boone, who tries to unite a racially divided high school football team in Alexandria, Virginia, in 1971."
708,Platoon,Drama|War,<Platoon> is a war film set during the Vietnam War.
709,Grumpier Old Men,Comedy|Romance,"<Grumpier Old Men> is a comedy film about two lifelong friends, Max and John, who have been feuding for years over a woman."
710,Trading Places,Comedy,<Trading Places > is a comedy film about a wealthy stockbroker named Louis Winthorpe III (played by Dan Aykroyd) and a poor street hustler named Billy Ray Valentine (played by Eddie Murphy) who are brought together by two wealthy brothers as part of a social experiment.
711,Absolute Power,Mystery|Thriller,"<Absolute Power> is a 1997 thriller movie directed by Clint Eastwood and starring himself, Gene Hackman, and Ed Harris."
712,Rosewood,Drama,"<Rosewood> is a historical drama film based on the real-life events that took place in 1923 in Rosewood, Florida."
713,Seven Years in Tibet,Drama|War,<Seven Years in Tibet> is a biographical drama film based on the true story of Austrian mountaineer Heinrich Harrer's experiences in Tibet during World War II and the Chinese invasion of Tibet.
714,Smilla's Sense of Snow,Action|Drama|Thriller,<Smilla's Sense of Snow> is a 1997 thriller movie based on the novel of the same name by Peter Høeg.
715,Sister Act,Comedy|Crime,<Sister Act> is a comedy film about a lounge singer named Deloris Van Cartier (played by Whoopi Goldberg) who witnesses a murder committed by her boyfriend.
716,"League of Their Own, A",Comedy|Drama,<A League of Their Own> is a 1992 sports comedy-drama film directed by Penny Marshall.
717,Patriot Games,Action|Thriller,<Patriot Games> is a political thriller movie based on the novel of the same name by Tom Clancy.
